,ENSG00000146648,ENSG00000130768,ENSG00000186529,ENSG00000116649,ENSG00000146729,ENSG00000105755,ENSG00000168143,ENSG00000235109,ENSG00000180638,ENSG00000023697,ENSG00000280055,ENSG00000158125,ENSG00000133466,ENSG00000152894,ENSG00000130382,ENSG00000198729,ENSG00000023909,ENSG00000178919,ENSG00000162419,ENSG00000138772,ENSG00000124003,ENSG00000054654,ENSG00000063587,ENSG00000122557,ENSG00000171903,ENSG00000138271,ENSG00000241878,ENSG00000177427,ENSG00000198909,ENSG00000164342,ENSG00000188508,ENSG00000104327,ENSG00000070718,ENSG00000116044,ENSG00000203780,ENSG00000173083,ENSG00000178038,ENSG00000111885,ENSG00000127955,ENSG00000116521,ENSG00000170477,ENSG00000102471,ENSG00000135253,ENSG00000004455,ENSG00000197043,ENSG00000165325,ENSG00000121851,ENSG00000075711,ENSG00000185684,ENSG00000165799,ENSG00000123136,ENSG00000186395,ENSG00000144635,ENSG00000185989,ENSG00000150782,ENSG00000214711,ENSG00000129194,ENSG00000120162,ENSG00000146674,ENSG00000243468,ENSG00000163209,ENSG00000134504,ENSG00000184178,ENSG00000047365,ENSG00000160294,ENSG00000159899,ENSG00000130702,ENSG00000144029,ENSG00000126777,ENSG00000182165,ENSG00000074211,ENSG00000133116,ENSG00000115561,ENSG00000214049,ENSG00000134215,ENSG00000161243,ENSG00000075568,ENSG00000160961,ENSG00000154864,ENSG00000156026,ENSG00000230937,ENSG00000147081,ENSG00000168003,ENSG00000132801,ENSG00000105991,ENSG00000142686,ENSG00000164181,ENSG00000143499,ENSG00000182704,ENSG00000197641,ENSG00000177494,ENSG00000147872,ENSG00000127663,ENSG00000157557,ENSG00000167981,ENSG00000132849,ENSG00000115295,ENSG00000132434,ENSG00000155016,ENSG00000236519,drug_response
H9,-0.911066251,-0.678119288,-0.323841479,0.655508679,-0.222860358,0.42897467,-0.150356339,-0.630085515,-0.394380323,-3.386935598,-1.281802506,-0.807850915,-0.805780291,-1.668421759,-0.014080618,-0.640734162,0.208217548,-0.253640873,1.661276918,0.739708659,0.460331776,0.218273576,1.698972912,-0.259638517,-0.232691389,-0.502644547,-0.208596243,-0.849908356,0.526759221,-0.947293487,-0.585109359,-0.383974637,1.474484531,-0.501604663,-0.744700524,-1.321366147,-0.754211353,-0.473934994,-1.430370282,0.161467271,-0.045528139,0.175370106,-0.050405311,0.959880098,1.256808083,0.268399965,0.490321045,-0.594372208,0.578346664,-0.238414314,0.822611134,0.266654456,1.057129547,-0.489977564,-0.774100892,-0.284755582,0.040605696,-0.30986577,-0.957077908,0.591113463,0.421503995,-0.263194062,0.126715083,1.21552392,0.076207922,1.262935744,-0.924950786,0.166258528,-1.394470825,0.357715785,-0.683633012,-0.261476548,-1.092681301,0.803035415,-0.32387001,1.495823251,-0.022914362,2.170980176,-0.507328666,-0.819563876,-0.305518145,0.626847638,0.117417897,1.724473209,1.353354398,1.287331901,-1.054013212,0.060127258,-1.258730287,0.158836345,-0.507950807,0.141657588,5.237460858,1.213909353,-0.498090783,-1.192857825,-0.453972588,-0.374945565,0.961727679,-0.892669176,0.037321896
HC-1,-0.974061632,-0.733769726,2.168978141,0.623295927,-0.188415335,-0.14432632,-0.565941858,-0.681105065,-0.606464215,0.217423133,0.12981313,-0.672978488,-0.245200976,-1.071243912,0.440158307,-0.478768268,-0.200171842,-0.260342739,0.836225097,-0.989767433,0.727414008,0.757453492,0.469956333,-1.060672407,-0.56506682,-0.555265501,1.078078211,-0.670001586,-0.366191152,-0.382083684,-0.421354298,-0.37591614,0.909903204,-1.130294329,-1.048852508,-0.803118279,-0.4910383,0.291634561,-1.649749171,-0.498276806,-0.334978038,-0.050023826,0.612292541,1.828043888,1.51993877,-0.343528686,0.53312577,-0.581496417,1.448441849,-0.482877361,1.175879611,-0.111329778,-0.122614405,0.32549604,-1.038790312,-0.06942464,-0.275722222,1.094019188,-0.556763608,0.216835571,-0.126365634,-1.25552657,0.791375311,1.271850667,0.454081874,-0.150314848,-1.392288773,0.008045296,0.525771559,0.366359279,-0.971380723,-0.313747052,-0.979570641,-0.453151396,-0.787067306,-0.975187068,1.615526914,0.247826244,1.71570431,-1.983384339,-0.406764788,-0.052306266,-2.098974712,0.715741249,0.935200382,-0.975834056,-1.14296865,-0.37891063,-1.129971166,-0.197904126,-0.256933541,0.684190995,1.498234661,-1.231765396,-0.868213448,-0.828605075,0.418345886,0.40778314,-1.290106085,-0.522234984,0.034086815
HDLM-2,-0.862025975,-0.8173842,-0.319342174,0.630956555,-0.813868954,0.140893306,-0.572733874,-0.290948326,-0.611398798,0.99368291,-0.479712127,1.215865894,-0.514624765,0.626426008,-0.217986618,-0.906762594,0.866069629,-0.436645726,2.016916364,-1.039985743,0.32192041,0.796091076,-0.667239631,-0.641604007,-0.332962419,-0.695075031,-0.16124837,-0.395676271,0.396216137,1.929542171,-0.251425218,-0.438653233,0.400737532,-1.917229267,-1.358947761,-0.990066677,-0.80737013,1.505377221,-1.549855345,0.682122184,-0.455670401,0.728888683,0.181917051,0.676705359,0.397010968,0.470648499,1.172292444,-2.578120299,-0.642276165,0.198993095,0.47881872,-1.084880012,0.915797745,-1.178989874,-0.766751653,0.851996614,-0.498376093,1.333214687,-1.019820414,0.118928962,-0.29857806,-1.945183354,-0.875833733,-1.47526935,1.515348333,-0.162089431,-0.785476803,-0.443727304,1.634739524,0.527321877,-0.73155838,-0.282142919,-2.302592229,-0.685135143,-0.886678858,-0.648335842,1.301012016,1.366563091,-0.396381693,0.200482403,-0.552628444,0.053214437,-0.727240962,0.32263521,-0.795135052,1.454270652,1.605761598,-0.355643048,0.462225848,-0.15045784,-0.388916722,0.971674596,-0.177037627,0.064790071,-0.720019835,-0.60046714,0.116278582,-0.478333358,-0.231408448,0.086595726,0.149176431
HEC-1,-0.159159617,0.755362895,-0.2642694,0.201868073,-0.208286606,0.684220512,-0.160747979,0.280599671,0.302197873,-0.250385512,-0.959910636,-0.761237182,0.223671518,0.422193615,0.611713428,-0.699416031,0.730251532,-0.140782684,-0.072377509,0.343219859,-0.092158347,-0.504441658,0.24152406,1.136226701,1.13903707,-0.546414994,2.198451678,0.119038759,1.309822699,-0.018043482,0.866302977,-0.393967917,0.196918418,-0.859246738,0.857718497,-0.31589218,0.052571943,-0.97562392,0.900088382,-0.041218078,-0.476657657,-0.410273216,2.318148554,0.338367839,0.953936951,-0.2906214,0.3836073,-0.439999145,-0.226012837,-0.385586306,-1.827466745,0.410101952,1.114111835,0.70109835,-0.126207589,-0.634724374,-0.740141718,-0.759628393,-0.952017162,1.297807563,-0.16433473,1.34976939,-0.169873819,-1.082031442,-0.479377072,0.11624402,1.903957548,-0.201558562,-2.989947663,0.404877988,-0.132507745,-0.284990539,-0.551666376,-0.404205184,0.47628892,2.040803927,0.246891973,-0.972161039,-0.754873752,0.942879582,-0.577787033,-0.092073428,0.474859349,0.588331739,1.329456468,1.05882769,-0.327289414,-0.136522794,0.563867428,-0.371796376,0.938753441,-1.414814105,0.356549747,-0.526923238,2.710846893,0.825781386,0.615912324,-0.87734705,0.156123106,-0.484067657,0.087076186
HeLa,-0.385281005,-0.582544009,0.077611596,0.899890565,-0.015258649,-0.076692519,-0.490448895,0.630362914,-0.221412775,0.181177062,0.585599113,-0.884202736,0.861437853,0.144189032,3.482064151,-0.779510221,1.540172304,2.575077073,0.674520433,0.840759847,0.564452141,-0.515010964,-0.660488568,-0.575554461,0.51398036,-0.614514049,-0.998612746,-0.129379579,0.044058475,-0.134249837,-0.494432418,-0.498619749,-0.762541137,0.322032603,-0.572628761,1.103580066,-0.559143262,0.302976108,0.665191945,0.824359283,-0.383127762,0.65045546,-1.036465054,0.957541063,0.837848587,-0.907863431,-0.838247935,-1.150071139,0.384449495,-0.566889389,0.860241613,1.201755743,-1.268548722,1.335602886,-0.025717473,-0.779781426,-0.769257271,1.461230631,0.371793927,-0.490586823,-0.460528539,-0.558913687,0.727702045,-0.67488207,-0.617834179,-0.060229999,0.677712702,0.135846726,-0.552915444,-0.758818216,-0.036017491,-0.630269746,-0.753271431,-0.693144826,0.471326118,-0.764516536,-1.995097057,-0.418619795,3.036540222,0.24589378,-0.677018742,-0.29368001,1.130751658,-0.782733729,-0.74791797,0.991448764,-1.195199091,-0.193325325,1.199856381,-0.22837643,-0.607452104,0.05638112,-0.471159895,1.32495168,-0.072305082,-0.350256557,0.332529658,-1.178125408,-0.033657744,2.762445617,0.00244325
HEY,1.194703933,-0.798797738,-0.522604151,0.404778098,-0.597349363,0.830747478,-0.739665898,-0.925204905,-0.259456368,0.95340428,-0.650881513,0.922959007,-0.740151394,0.106987562,-0.748701357,-0.856698304,-0.020665636,-0.256246963,-0.343192439,0.739396015,0.102803789,-0.313146241,-0.639264203,0.173287078,-0.391768093,0.831742309,0.07175115,0.029913172,0.262133407,-0.408188575,-0.096192954,-0.491738457,-0.746330903,-0.570675922,-1.210164441,-0.662749755,-0.163587964,0.040180564,-0.411996141,-0.741279713,-0.46367437,-0.034615499,-0.437355263,-0.263980217,1.291210291,-1.010147467,0.244757098,2.504475529,-0.151125202,0.011581266,0.191885596,0.211001749,0.720788342,0.745305554,1.259531399,0.199125151,-0.25979932,0.982183354,0.956838701,1.200315007,0.018871367,-0.500100327,1.035418889,-0.302363026,-0.717750117,-0.711538028,-0.200320412,0.490285392,0.58826825,-1.615053934,0.398475591,-0.006928417,0.370298068,0.776998963,-0.655732166,0.483582942,0.546544889,-1.516415113,-0.398136708,0.012322528,-0.678431022,-0.380169213,-1.923262986,-1.238059959,-0.35801043,-0.513172574,-0.792141002,0.297106847,0.179097931,-0.288750913,-0.666834365,-1.559056445,-1.264003536,0.256485429,-0.609915183,-1.232441639,0.60013645,0.265974305,-0.811325877,-0.685389985,0.156574099
HLE,0.447023422,-0.640985082,-0.213565011,1.185651939,-0.569521238,-0.585594238,-0.236166592,-0.424750566,-0.275056882,0.775268871,-1.027658662,-0.619398696,-0.611869216,-0.144860823,-0.426736235,-0.671032804,-0.269120131,-0.51824003,0.837802419,-1.223696925,0.409349069,0.980444215,-1.580854273,-1.448812584,-0.448718393,-0.697089426,-0.47626438,0.950863649,0.366965659,-0.295751692,-0.372622657,-0.395618337,-0.03806077,-2.592126006,-0.874178148,-0.274690204,-0.868879187,-0.28345566,0.21154392,0.473670593,-0.192070413,-1.109852617,-0.237945848,0.147152889,0.70981383,-0.215218315,-0.040581948,-1.240920084,2.267175238,-0.704458184,-0.177303816,-1.022038736,1.34362487,0.306620311,1.633559262,-0.103639367,0.060931942,-0.575830089,1.281022945,0.810587933,-0.184210472,-0.258776514,-0.019659172,0.222605359,0.892639604,-0.739933241,-0.078167931,-0.866577283,-0.64403606,-0.234146278,-0.663179051,-0.536041836,-0.32821201,-0.546033287,2.043413024,-0.026750622,-0.979763579,-0.352021088,-0.555184732,0.523889391,-0.547281299,-0.517314531,-1.596704028,-0.982012302,1.089564447,1.628386622,1.844166154,-1.719688028,-0.046637329,-0.056547023,-0.372971255,0.706427235,-1.363363764,-1.414705932,0.489805686,-0.349615347,-1.031349121,0.428770608,0.076852137,1.088126854,0.084285492
HO-1-N-1,1.684183284,-0.343682686,-0.128796395,-1.646479988,0.248514661,0.839258099,3.713094127,-0.385526641,-0.114848807,0.46447955,-1.648514352,1.683007299,1.269628224,0.93620521,0.306096278,2.440700667,0.476537524,0.932315792,0.149953779,1.128494454,0.074309845,0.240882909,-1.509596759,0.375837305,0.493747026,2.134899761,2.929684978,2.246595398,0.434585424,-0.346018713,-0.647060901,-0.471900671,-0.708633098,0.154264973,2.162725475,0.713386199,1.790720527,0.487154855,0.335034478,-1.217164674,-0.116499976,1.029655049,-0.207974245,-0.861354436,-0.459819761,-0.032804171,-0.640878968,-0.396467096,-1.313481492,-0.048195198,-2.361234238,1.074628305,-0.902254117,0.238912915,0.898795771,-0.358265051,2.552959858,1.350174214,1.618570788,2.508121859,-0.558179975,1.282811966,-1.270165338,0.585186364,-1.333033044,-0.640197164,1.507204905,-0.397751216,-1.25648683,1.260139149,-0.709905998,-0.015411174,0.450328447,1.651874957,1.319785147,1.450041517,-1.254589106,-0.549613832,-0.51373098,0.131694172,2.193378838,0.709790208,0.243284791,-0.715349032,1.216465066,-1.129444373,0.341746105,-0.012942682,1.885440964,0.208516406,1.898904336,-0.721858792,-0.525939273,1.106014679,2.597529048,1.611815177,1.434070701,-0.803819785,-0.321266341,-0.050370359,0.107349507
HO-1-u-1,0.992622452,-0.617771112,0.066787227,0.683464774,0.692473833,0.004641515,1.765166383,0.022330098,1.141877379,1.077809295,0.908161409,0.754269195,-0.693620177,0.898609418,-0.862032396,1.361360318,1.106281511,0.500419128,0.157196384,0.577969632,0.247365573,0.24042546,-0.792212852,0.439561134,2.877940588,1.765003459,3.700067461,0.386240255,-0.545043681,0.184809832,1.321859486,3.266123144,0.803239223,1.598899842,-0.849609596,-0.297680534,0.157576382,-0.371799011,0.656084575,-3.230116381,-0.044281231,1.225753206,0.368889379,-0.351228363,-0.658788412,-0.740883531,-1.505868373,-0.401087402,-0.389034857,0.29400945,0.258750077,0.50826543,0.365040704,-0.171570127,0.429158471,-0.492996807,0.733154422,1.053280863,0.224210487,-0.350133674,0.195863014,1.013509088,-1.706881909,0.186858202,-2.758675196,-0.645937185,0.46736187,0.295464931,0.504410077,1.33109523,1.88980191,-0.244441671,0.255705246,1.495292508,1.135848592,1.893108605,-0.527304566,-1.13148577,-0.521388436,2.767398444,2.082606545,-0.073072273,1.251382697,-0.878858897,0.67205337,-1.062578246,0.252974387,-0.483153577,0.817629851,0.275447315,-0.351503847,-1.236677162,-0.69601067,1.253281038,-1.167218229,0.360750003,0.171836698,-0.302362571,-0.592549773,-0.819173857,0.194857016
Hs 445,-0.881686324,-0.648719111,0.979566295,0.7730853,-0.892803766,0.552466232,-0.70517339,-0.407648468,-0.243707796,0.143372247,-1.572625883,-0.382962847,-0.048111481,-1.153610713,-0.266150219,-0.808758881,-0.903889307,-0.396842936,0.058033226,-1.110050157,-0.572709599,1.163886165,1.568317037,0.863203179,-0.614835533,-0.589443921,0.308588421,0.235257386,0.446510926,-0.339371611,-0.661643634,-0.331208475,1.607883581,-0.472572939,-1.066408159,-0.988064063,-0.723710086,0.13283726,-1.549354634,-0.120585932,-0.182775975,-0.49770146,1.528495397,0.64656126,1.437658147,-0.398925976,0.07027051,-0.259860279,2.040793238,0.501372508,0.63429365,-0.146503938,-1.588751917,0.179856891,-0.867118643,-0.187108591,-0.371120351,0.424016326,-1.008544881,1.481563218,-0.306140094,-0.094551112,0.048781747,1.415341875,1.082698688,0.535829616,-0.865056339,-0.565723658,0.806797794,-0.481478701,-0.813594788,1.015905962,-0.881061711,-0.899945485,-0.588901226,-0.625767185,1.853419217,-0.353683838,1.47693767,-0.656865253,-0.677246138,0.475024212,-1.038549619,0.401918847,0.352606961,-0.736085073,-0.243025106,-0.433167805,-1.592012065,0.151140241,-0.033931947,0.763358124,1.086266844,-1.513168215,-0.366055905,0.024027989,-0.377082179,0.529520999,-0.508333331,0.183913483,0.142339765
Hs 633.T,0.557862956,-0.746232511,-0.671132966,-0.010359423,-0.747122818,-0.186698491,-0.537654803,0.421065661,0.027542107,0.527105411,-1.01771133,0.220177098,-0.393018212,0.933955541,-1.295040947,-0.625633111,0.829417509,-0.463687555,0.108933994,-1.184097948,-0.210249049,-1.471270056,-0.703709249,-1.190771848,-0.626497446,-0.54536748,0.28828772,-0.460643654,-0.591251142,0.469310705,-0.711322164,-0.464529539,0.180146173,-0.271808701,-0.72697358,-0.06261775,-0.531399189,0.828287512,0.415315013,-1.423932988,-0.39079906,0.614340016,-0.975208803,-0.620883275,1.066001201,0.037156615,-0.150126097,1.012680053,-0.067869215,-0.144789342,-1.058347716,-0.294158792,-1.388452253,1.185037733,-1.015289201,-0.194947062,-0.617211289,-0.558000079,-0.031189425,0.623047828,-0.208913665,0.339622245,0.475951962,-1.616232041,-0.356688498,-0.941511479,-0.734354338,-0.635278785,-0.148706586,-0.351539957,-0.642892706,-0.592855908,-0.372381746,-0.289967106,-0.752875633,-0.704985479,1.103085502,0.435881572,1.716716488,-0.080620162,-0.534568418,0.720328852,0.004817768,0.394352555,1.098246772,0.054004237,-0.721923187,0.594263193,-0.023252824,-0.044138803,-0.405949,0.47950435,0.101396811,-0.215058701,1.307613586,-1.388244019,-0.296949445,-0.768309267,-0.323463816,-0.909384669,0.040328039
HSC-39,0.031946081,-0.426235093,0.935048252,-0.147790319,0.070609128,1.614183281,-0.067125234,0.98152787,0.32792267,0.45543932,0.878006043,-0.646440108,-0.565554271,0.909353904,-0.107264669,-0.761136562,-0.892282947,-0.663999451,0.303017518,0.57624475,0.257854608,0.620831618,1.10526594,-0.193483401,-0.461286879,-0.607165177,-0.964492958,-1.206295876,-1.495895831,-0.859476931,-0.288930843,-0.203639774,-0.680048017,-0.593644709,2.463301083,-0.743374122,0.121602745,0.451082916,-1.448055228,-1.709759202,-0.323659613,1.393783834,-0.430036977,0.123920768,-1.885536572,-0.787666653,0.10912227,-0.151993538,-1.222904622,0.131522991,-0.005227139,0.227682641,-0.477017509,-0.942185319,-0.454925342,-0.16090268,0.546064588,0.031851024,-0.894089823,1.910425913,-0.057306366,-1.753369671,1.483379291,0.035496766,-1.147338128,-0.37092423,-0.594888196,0.119176543,0.738759632,-0.3544187,-0.761818414,0.161350826,0.778167248,-0.674795142,1.365188847,-0.964077422,0.214708078,0.991925432,-0.346993525,1.243088198,-0.665663246,-0.422898977,0.345697835,2.098190192,-0.404536593,-1.43123354,0.852582622,-1.314466035,0.372145447,-0.273755962,-0.572604796,-0.935085779,0.461544905,-0.253589455,-0.298105308,1.144579104,-1.356293049,-0.660505035,-0.662312888,-1.219857179,0.053706927
HT-3,0.628680578,0.162694621,0.277753249,-0.878933622,0.862180636,0.41578443,3.028199137,0.188029586,1.660429997,0.880004031,1.031905952,2.480039175,0.638230001,0.416134129,0.53923019,1.533808535,0.526129477,1.062889133,0.436056796,0.897352594,-0.133237062,0.855800599,0.221986868,0.112766404,1.191419436,2.022702851,0.055109369,-0.509259266,-1.474543703,2.058750605,0.305017028,0.098332528,-1.156184131,1.6166793,-0.549736509,-0.626515649,1.743634391,-0.671417964,0.643602116,0.099937715,-0.08174076,0.851392813,0.56390794,-0.225875784,-1.956507857,-0.499362551,-0.958626215,0.544317613,-0.952990446,1.25295258,-1.530207799,1.396883651,-0.844699122,0.468478503,1.124859155,-0.604787993,1.200396973,2.38323269,0.537783585,-0.531496571,-0.399827153,0.407980377,-0.211102707,0.809780701,-0.444134331,-0.691623767,1.214045336,1.54322488,0.378357569,-0.299418566,1.643528071,-0.523413836,1.012253126,1.180673437,0.471978266,0.947131792,-0.256645727,-0.769348217,-0.555300746,-0.268335269,2.335067894,-0.26737248,2.254275553,-0.730058735,0.686929771,-1.303511857,0.854890671,0.761740475,1.687940067,1.711429782,-0.627482464,-0.353007247,-0.98787117,1.178539808,-1.201521008,1.266946713,0.545023111,-0.256613747,-0.646058038,-0.533343157,0.087281263
IMR-5,-0.549467369,-0.649314845,-0.363065327,-1.67696514,0.55065399,-0.476868142,-0.599954605,-0.648063298,-1.023804508,0.251033773,-0.857873352,-0.547396871,-0.299889824,-0.318224657,-0.117703361,-0.689055411,-0.772238585,-0.498538722,1.690237729,-1.076605965,-0.045261546,0.148440671,-0.543845661,-0.361110563,-0.391831276,-0.539831382,-0.888092207,-1.761841375,0.597394901,-1.170012539,0.200666738,0.984498837,0.979544215,0.154983478,-0.850389602,-0.811324853,-0.550435809,-0.237420687,0.780585019,0.425898416,-0.548769646,-0.506792178,-0.359751434,-0.669626972,0.415434848,0.329857394,0.136726963,-0.445755601,0.506295025,-0.483284166,-0.424187357,-3.345939306,0.83070697,-0.907007548,-1.032237135,-0.218153672,-0.961589081,-0.337834751,-1.024644003,-1.609227548,-0.099249526,0.574801323,0.255486025,-1.485884275,0.294285047,2.284617653,-0.275541409,0.540587128,-0.944980819,0.091814782,-0.426294587,-0.257613441,-0.41919438,-0.592140286,0.414554812,-1.225073687,-0.389265007,1.544640126,-0.538523311,-0.259666541,-0.63451239,0.022723952,-0.756077603,-0.155516369,-0.90238318,2.624181934,0.248265621,-0.746863901,-0.707970854,-0.24577839,-0.23163508,0.645340893,-0.021223933,-0.221483247,-0.532787213,-0.583198456,0.157526974,-0.27892205,0.738878776,1.747552245,0
JHU-022,0.568482374,-0.682521465,1.618994899,-2.793299699,-1.65585784,0.235805846,2.166302554,-0.318507253,1.456194677,1.242994835,-0.612278524,-0.268104651,2.719052802,0.766484741,-0.581352922,-0.061920999,0.576991566,2.88093882,-0.079161069,0.572841847,0.031012644,1.042032871,-0.659116066,0.539184444,0.533091529,1.831742381,0.475417512,1.462300884,-0.284825774,1.746009431,-0.067009332,2.155667946,-0.573166283,0.251279524,0.866595188,1.858556096,2.713862044,0.03144876,-0.122916297,-1.313053676,4.28610635,1.513432077,1.750287565,-0.974331085,-1.895821039,-0.039478662,-0.939081035,1.115218976,-0.459326563,2.390138205,-0.713158302,0.738615093,-1.827213188,-0.815191729,0.520510358,-0.437251891,2.592036019,1.280993747,1.68130579,-0.384422206,0.743010833,1.501604388,-0.16279165,0.77815046,-1.577618376,-1.302919344,2.00460713,-1.753085802,0.216382638,1.802223818,-0.192219463,2.700086097,1.00251252,2.042038487,-0.071504295,0.798669581,-1.036426359,-0.32898648,-0.604003075,0.52743345,2.194166334,0.25799474,0.965273984,0.792157918,0.659112599,-1.212737443,0.540341349,-0.946782546,1.441729065,1.101065205,2.328556649,-1.520682784,-1.142762246,0.518089595,1.860064245,1.194286634,1.132228082,-0.057747528,-0.970941091,-0.106620915,0.21498725
Jiyoye,-0.959498392,-0.176898106,-0.444537572,-0.991727017,0.017746084,0.55597698,0.409278807,-0.750906026,0.096338032,-0.146609156,1.53785616,-0.730025632,-0.084144989,0.646755784,-0.605206127,-0.704447951,-0.11121335,-0.522481991,-0.112123776,-1.17053168,-0.181266442,2.062658409,0.697245289,-0.098899811,-0.604162299,-0.496927027,1.287629075,0.614983341,0.35991446,-0.596682705,-0.164536002,-0.425762937,0.647430719,-0.955883261,-0.471691793,-0.799477491,-0.900328091,1.461374462,-1.346869077,-2.166543617,-0.262114126,-0.095169364,-0.343140645,0.332939364,1.138244715,0.44911984,0.855045178,0.855105781,0.06723949,-0.487946528,-0.097952057,-1.026285003,0.087301183,-1.058353478,-0.73967825,0.009518928,0.219127526,0.301213337,-0.85328628,-0.282495016,-0.10921655,-0.337817674,0.39017612,1.294753676,0.372597784,0.181679277,-0.89436088,0.36545364,-0.45274574,0.791395379,-0.543230416,-0.665455912,-1.217422143,-0.710993167,-0.651511771,0.041794535,0.164947319,0.548763119,2.552604856,0.02891339,2.105255617,1.816183866,0.082097567,1.361591959,0.290196654,-0.839066443,-1.00132993,0.709711923,-1.158778756,-0.19894908,2.098774702,0.56539502,1.152567022,-0.937217394,0.443253432,-0.066384739,-1.338835071,0.147450411,1.868369425,-0.578864874,0.231501343
KP-1N,0.594313396,-0.705635755,-0.335208576,0.644499816,0.059137457,-0.225124463,-0.607433924,-0.235886508,-0.555818855,-0.256393138,-0.492233774,-0.825053549,-0.349655502,0.220295977,-0.264314539,-0.582359059,0.616675291,-0.362617501,-0.489280967,-0.709012034,-0.071651022,-0.630795234,-0.502754606,-1.06250745,-0.390398341,-0.51735064,0.286378365,-0.914723186,-0.942048559,-0.789254626,-0.950597865,-0.450201768,-0.670992185,0.325805414,2.967538078,1.90405355,-0.756256856,-0.860123012,0.555575748,0.786853147,-0.298900459,-0.007480223,-0.971902852,1.240591031,-0.005596506,0.461289012,-0.033031244,-0.269732994,-0.137563534,-0.519127767,0.53128208,-0.157902684,0.708585243,0.814263462,-0.095226059,-0.155742201,-0.205475779,-0.651434236,-0.747576198,0.553634157,-0.234233087,0.823288174,-0.118464656,-1.450497078,-0.551708869,-0.57822643,0.599179025,0.861979302,0.921366189,-0.005657163,1.75209756,3.378751556,0.232292835,-0.718699257,-0.721243768,3.168800498,0.005420416,0.122559614,-0.540108796,1.009399113,-0.575836074,-0.223962138,-0.905275064,0.282454489,1.517173769,1.649623648,-0.114888044,0.275996491,-0.892308004,-0.015576667,-0.443570789,0.81446034,-1.036172337,1.057367199,1.224343491,-0.375808258,0.83594533,1.206767859,-0.687849174,-0.317768684,0.109974219
KY821,-0.732507274,2.614028628,0.141430056,1.676259885,0.283226941,0.525928375,-0.372862692,-0.062525512,-0.329575717,0.426882636,-0.063508727,-0.563121397,-0.098711178,-1.858321719,1.697767589,-0.612596429,-0.573508931,-0.248249885,0.443715682,-0.772022551,0.145038895,-2.647981228,0.391570142,-0.094008936,-0.361312072,-0.665785864,1.923727865,-0.795820766,0.10128504,-0.357085099,-0.509814678,-0.3926025,-0.535618501,-0.748125227,-0.605834223,-0.898584925,-0.596901029,-0.005335413,-1.439197055,0.66549258,-0.442860452,-3.240302908,-0.094774545,1.438755415,0.858771199,-0.454682955,0.109307782,-1.224515368,0.614634697,-0.005309267,1.080302232,-0.667624972,0.429769287,2.51236594,0.727837671,-0.983649072,0.032673256,-0.971343136,-0.946722838,-0.021383425,-0.322985949,-1.628914846,1.754016567,0.011277937,-0.010165804,-0.003608747,-1.031093896,0.89284758,-0.572965421,-1.137827387,-0.718729615,-0.276266266,-0.231881313,-0.701138308,0.717991947,-0.849982801,1.126242672,1.964343034,-0.312482226,0.429689504,-0.661460732,0.290197663,-0.941073426,1.879140309,-0.417021688,0.156653532,-0.90821433,-0.013763275,-1.145173939,-0.165853949,-0.498701763,0.155450173,0.012833692,0.298531412,0.475040752,-1.204524406,-1.34587976,-0.554444528,-0.864049871,-0.425146875,0.003359243
KYAE-1,0.502713977,1.355605526,0.633461728,-0.794703938,1.103857931,0.070394381,1.738419932,-0.554057143,-0.019999374,-0.561828941,0.588931824,1.424658888,-0.646169617,1.029159519,-1.470639723,1.328337733,-1.307723498,-0.673690755,-0.983334692,0.921131635,0.147703016,0.653391044,-0.864653757,-1.401672033,0.744366905,-0.79339794,-0.729272224,-0.817629666,-1.294149931,-0.407763272,-0.965262141,-0.122896924,-0.306178601,0.071492908,-0.422476746,-0.298749528,0.120618125,2.210115022,0.142083603,-0.475041804,0.0714393,0.3537625,-0.252749856,0.888728934,-1.275826533,-0.468681377,-1.147729936,-0.241322586,-0.454650297,-0.117554381,-0.724235279,3.852432348,0.913360431,-1.295784536,0.47952847,-0.369126132,0.281714336,-0.086942463,-0.192118379,1.278043195,-0.225535148,1.356108588,-1.608027023,1.085607609,0.807119142,-1.006901357,0.594352797,-0.180135185,0.232592599,-0.957446124,-0.781631754,-0.191718183,-0.195234435,2.141709849,1.24863858,-0.649147622,-0.454347224,-0.615069891,-0.571995087,0.484462308,-0.764101788,-0.15667293,0.595334839,-0.775138783,0.311606504,-1.11104108,-0.173008702,-1.49692403,1.188584073,-0.267517424,-0.764153423,0.564572655,-0.91476955,0.481402659,2.070123444,0.886582074,0.017150346,0.834619097,-1.10199634,0.457888638,0.075501548
